content,sentiment
ingegoesbroadwa sounds like youre great time,1
school wants read eclipse andsome pages read,0
zobi haha yes hard work didnt get home like sleep haha,0
get new one nxt wk,1
finished mtml assignment didnt like feels like missed lotsa points word limit hmmpph,0
caffeinefueled welcome back,1
atm httptwitpiccomjmeh oh yeah apple juice im rebel,0
hey guys went jennys house today much fun everyone else u guys doo,1
arms making want cry also shots made sick,0
jessicaveronica guys gonna tour short stack missed last tour friend went said mad,0
danielleadalis ending te funniest youll see jonasbrothers know paranoif always stuck head love,1
karleemay kelly horror movie obsessed esp campy films troma wish didnt work tomorrow,0
chloecazrhi thankyouu,0
livin ur iznt nice miss mum,0
margjoc haha aware one contracts uti training work tomorrow morning go bed early,1
allicandy testing hey gotta add someone follow,1
hve blister pinky nd hurts soooo much,0
mrstravisbennet cool im glad everyone nice date night maybe one day ill get one,1
rvds dammit wanted ask someone might shooting cant remember name,0
wordsaftersex hurts,0
shakes sadly robot songs library,0
holly lol going isnt easy used,1
eplisa diapers feeding cooking dont stuff hahaha yeah right sounds like normal day,1
thank advice ill work im work,1
hatzmusic got guy chat lol,1
vancityallie shall win,1
pom pup favoring front paw,1
kicesie elope cant wait see pictures dress breath taking,1
got nasty argument someone normally like much doesnt forgive well either,1
greg pritchard robbed place final bgt cry baby bitchface got instead,0
nancy got tweets sucks love,0
artcon httptwitpiccomvfcx awesomeeeeee,1
smartie thats good day,0
xcrazyangel gah gregg got hot talented vote dammit,0
serenity thanks hun next time well go,1
ugh wish school year would go faster move life,0
heathernkotbfan knightsweet dreams,1
say quotoh manquot jovani asks quotdid call old manquot haha,1
finally going home long night ready crash awesome dreams,1
watched slumdog millionaire soo goood love sad,0
going shopping mammyy makeup face generally quite nice today,1
youngandfoodish thank saw comment chew aerobics really tickled,1
edge left contributors list months issue x ffs lt werd,0
simoncurtis haha hotter justin timberlake,1
chevelleluv ps sorry ur uncle,0
renegadepr cool looking forward san francisco really nice didnt make napa though maybe next time,0
headaaaaaaaaaaaache,0
idiots hahaha dont work strip club know alrighty mister done public may dancing today,1
one wants sit lunch guess ill bury head laptop continue antisocial,0
twisty im using paintnet x running crazily fast cant afford cs unfortunately yet,0
sitting computer eating grapes hailing outside miss summer,0
gorgeousgg yup even though lil rainy lol hope ya good day,1
mean monday take test monday please please,0
davorkapozgan congratulations great funky site u waaw,1
isabelmariee oh snap,0
aaronhoskins fucking miss band much,0
scopezum feel way hours sleep still exhausted ahh,0
zouljiin best sticker ever also dig hair gotten long since ive seen last,0
lilayy like know theres people worse lives wish could go back change aspects life,0
miss friends much,0
keyboard cat ishas dead years play keyboard cat,0
cant get bed,0
ohshititsdre awww didnt see till edwin left knew wanted forsure tomorrow ill make u new batch,1
im dealing cancer direct family bugger cancel sucks,0
annasaccone seeing friends coursework weekend work happy,1
nora elaines online mommy gives good advice,1
andyclemmensen seen game website awesomness go msn,1
tschryver ahh yay youre gonna get,1
kristinholder aww im sad didnt get go going away party stupid work,0
mom asking im feeling better dargah visit dad swears sees quotchangequot amused yeah still depressed,0
xoshattered missed today greatest day ever im burnt shit lmfao nice tan rides hrs lt,1
therealgiftednj yeah,0
finally eating unagi ive saving udon agh realized band playing bear garden today one like,1
still feeling well,0
home alone yet mam dad rather go club stay take yes think proves loved,0
regarde les tant attendues photographies,1
wondering happened sun damn may grey,0
ive rome italy love elegance style difficult live chicago elegance sad,0
feeling great today,0
nice night golfing,1
omg im back know week brother took laptop mexico couldnt online,1
biggabx yes fair lol,0
lakers stu lantz awesome miss chick hearn tho,0
pilmorelee beggar making feel homesick,0
jerwjr thank im working ddlovatos,1
tranced yes mate friday,1
dont wanna wake shoo roommate shoo,1
mickster dont rub,0
perfect night best month life far boo ryanfeero,1
wishing going tonight wait tomorrow,0
happypills punching bag ive never touched covered brothers sweat u use u want hehe,1
lilmaggie okay miss tanyadenalilove im sad didnt text todayh,0
vacantstained httptwitpiccomjhe love awesome,1
yaayy cannot wait today girls gotta get dressed early going early,1
ive brush teeth im eating chocolates right haha sharing,1
im sad sad sad thought aunty stina coming looking forward familyi miss dat im alone maui,0
im gonna cry went bad history test really hate history,0
katieedwards cant yet back ive run texts ill ring laters xoxo,0
sure real state market moving confused either hold go ahead plans,0
hub day parade course cancelled castle show midshow,0
nerdwriter close trying yummy,1
finally deleted number phone contacts heartbreak,0
ooh lovely ridiculous amount revision left,1
ruthieor thanks,1
kgriffiths good atmos decided stay til closing funny,1
pic wont load twitter,0
hyperopia feeling better breakfast time,1
um dont think text msgs quotsubject linequot fail,0
veryyy upset cant go hacienda tonight stupid nuggets game,0
lilmoever im mad wont ughhh,0
agree work gorgeous day,0
efteling great nice time family dinner forget keys car hmmm bless anwb back germany,1
liking fake tan orange colour,1
chachada yeah im following hun goodnight,1
cosmicgirlie car happy big big dent boot hoping theyre going write crossing fingers waiting,0
naomijlea good job track head cos sadly cant access boo,1
feel like bright new tshirt wish one,1
jonathanrknight understands long hour,0
shebababy rebroadcast last weeks pacquiaohatton fight dont plan night around ive said much already,0
feel live without something taken away oh know movin,0
sorry hard finding imeem free stuff rbdeesound like david starfire like httpblipfmafu,0
fpoint oh nice something nice next week going madrid next weekend days,1
infamous ps awesome eyes sore though,1
good morning rsa twitterverse please send happy vibes amp cheerfulness today im feeling little sad,1
ordered henna ill redhead weeks,1
vewe haha hope u great laugh laughter best medicine,1
fun time concert almost got picture taylor momsen freakin next line left,1
leaving sf soon might cry,0
charlieskies actually better name fluffballthegodzilla youtube username ive beaten,0
omg trying fix pic working ugh also mom wont let sleep sanzz bad day,0
summer one textedcalled im loner,0
nope didnt get nice also,1
okay whats twitter laptop completely broke computer acting dont reckon,0
claramattos yea know tell everything ps send direct messages telling haha,1
yelainez oist st tym di pa ko nd tym may sakit na siya dont blame,0
hitting bar two people lame tonight,0
wishing blacksocialite happy mothers day,1
bad day,0
miss old ha ha cant tell persons name,0
thedailyshow week,0
kidcatastrophe cool hear guys cant believe cherry hill weeks ago missed come back,1
ok im popped say hi check things ill probably head guttah later tonight,0
jeffsgrippen yeah great always something interesting going,1
jgurl thanks,1
feel really weird,0
im sad right becuz lady,0
darynjones youtube account,0
ive chosen grease,1
adotevans im bad day,0
happy mothers day wonderful mothers world included,1
jennettemccurdy httptwitpiccomvvr cool mother awesome hair styles wish happy mothers day,1
see wat mean bout follw friidays called lose fllowers friday smh,0
cont small children puppies cleche sarcasm annoying bcreative thats harrd,0
dog dug hole backyard well iwas sleeping im grounded,0
nice hair nowhere go,1
first night sleeping new home,1
rodsmackk much appreciated yeah sure challenge great reward wouldnt trade anything,1
atbandre nice wedding ring shiny,1
playing questions chris,1
happy mothers day moms,1
biffbarker ohhhhh miss brunch,0
paulawhite yep looking forward,1
jessejane looks great morning already,1
missed calls,0
pretty happy things changed past monthsdefinitely best,1
much buying awesome new phone sony ericsson berryd like everyone else,1
botanical gardens beautiful forgot extra memory card pictures today,0
burnt zuccini,0
lost dollars always lose money,0
rainstopper lok ef jummy,1
wtf little year old wanna thugs ugh cant everyone friends cliques like back old days,0
kayleelovexx love panties,1
lrntoswim thx followfriday im afraid ive remiss blips lately,0
thingsmummysaid result broken condom,0
welcomes nephew christian world,1
hollytheboss lol sorry bout today u get amp else r u guyz doinq cuz c im eligable howeva itz spelled lol,0
soooo bummed im missing blockparty havent able get app listen iphone,0
ceointhemaking aw,0
early morning golf sunny day,1
watched devil wears prada want live new york city ever must poor,0
hanging bff jasminewho today ya ya amandababby old friend prayers hope experience helps,1
smell pancakesor maybe toast something delicious one place cooking,0
good morning scary world,0
cant fix guess ill write get bored watch tv man lame,0
dotcompals yes nice missed lot fun damn exams looking goodhair,0
waiting someones sms weeks nearly month,0
upsidedown tomato plants died,0
bank holiday london woohoo,1
ha id give kristen plenty free hugs sigh could,0
saw baby dove fall tree break neck die tried save couldnt cruel world,0
hmmm hes lovely wish im tired cant sleep,0
got early shit ton im headed cherokee park run walk,0
adnamay nite nite bday girl fun concert,1
cynthia jenny spamming twitter haha,1
